rank,gid,role,priority_score,why
83,100000003741418100,consolidator,0.499678,"Исходных клиентов с путями до узла — 1; плательщиков — 9; вход 151 900 ₸. Крупнейшему получателю отправлено 50,1% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
84,100000008144528100,consolidator,0.498733,"Исходных клиентов с путями до узла — 1; плательщиков — 5; вход 1 068 202,6 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
85,100000004450649100,consolidator,0.498143,"Исходных клиентов с путями до узла — 3; плательщиков — 2; вход 192 528 ₸. Крупнейшему получателю отправлено 88,8% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
86,100000001689968100,consolidator,0.494063,"Исходных клиентов с путями до узла — 3; плательщиков — 3; вход 344 333,75 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
87,100000005778283100,consolidator,0.493708,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 615 760 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
88,100000002448088100,peripheral,0.491026,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 20 000 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
89,100000001166289100,consolidator,0.488103,"Исходных клиентов с путями до узла — 1; плательщиков — 2; вход 721 039 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
90,100000001965374100,peripheral,0.487761,"Исходных клиентов с путями до узла — 1; плательщиков — 2; вход 1 759 720 ₸. Крупнейшему получателю отправлено 64,5% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
91,100000002713074100,consolidator,0.486667,"Исходных клиентов с путями до узла — 1; плательщиков — 2; вход 700 000 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
92,100000005171642100,transit,0.486444,"Исходных клиентов с путями до узла — 1; плательщиков — 2; вход 696 800 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
93,100000003265158100,transit,0.486332,"Исходных клиентов с путями до узла — 2; плательщиков — 3; вход 146 100,4 ₸. Крупнейшему получателю отправлено 69,7% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
94,100000004403675100,peripheral,0.485985,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 182 980 ₸. Крупнейшему получателю отправлено 34,8% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
95,100000004587414100,consolidator,0.485751,"Исходных клиентов с путями до узла — 3; плательщиков — 2; вход 533 603 ₸. Крупнейшему получателю отправлено 0% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
96,100000004394765100,consolidator,0.485379,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 603 844 ₸. Крупнейшему получателю отправлено 57% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
97,100000006788200100,consolidator,0.484207,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 272 155,8 ₸. Крупнейшему получателю отправлено 75,2% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
98,100000003528285100,peripheral,0.483949,"Исходных клиентов с путями до узла — 2; плательщиков — 4; вход 118 870 ₸. Крупнейшему получателю отправлено 43,8% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
99,100000003004487100,peripheral,0.483832,"Исходных клиентов с путями до узла — 1; плательщиков — 4; вход 183 702,8 ₸. Крупнейшему получателю отправлено 84,9% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
100,100000002870463100,consolidator,0.483557,"Исходных клиентов с путями до узла — 1; плательщиков — 3; вход 207 000 ₸. Крупнейшему получателю отправлено 100% исходящей суммы. Веса приоритета: пути 35%, плательщики 30%, вход 20%, концентрация пересылки 15%. Не исходный клиент и не граница обхода: коэффициент 1. Пути не доказывают происхождение конкретных денег."
